,Returns,Volatility,Sharpe Ratio,169 Weight,170 Weight,603 Weight,601 Weight,701 Weight,714 Weight,XLK Weight,XLV Weight,XOP Weight,QQQ Weight,SHV Weight,BIL Weight,273011 Weight,695437 Weight,593038 Weight,LMB Weight,AGM Weight,TDS Weight,MCD Weight,FMY Weight,EOI Weight
0,8.442183047212357,10.096675394869905,0.8361349371994081,0.049808713067775665,0.05504317123742131,0.002746453031419767,0.016543949773523664,0.06609770576884728,0.08043268771638125,0.029608119652022574,0.08619255569596249,0.06959579140737138,0.018320371826842655,0.053457467893360644,0.03396453537869018,0.01754424974677611,0.07577443208231732,0.09312471841923411,0.02241144002080309,0.008059834495276176,0.05821465932658131,0.07031426717335867,0.026644339873665927,0.06610053641236843
1,11.390523396497903,10.65153971083093,1.0693781092432624,0.04544471544078519,0.004254690855101856,0.012098516669274242,0.016407057598486825,0.0872549374638527,0.04569024310495454,0.050790843314821435,0.06448298969788477,0.04755907591405543,0.08013247722626048,0.07089787096100163,0.03536449507188863,0.031347708471521456,0.08361832574507105,0.030154894933319274,0.07591559026065225,0.07285982659212854,0.047225584036100575,0.08094997316476793,0.008524949623144916,0.009025233854926295
2,9.1333333904734,10.553423755754334,0.8654379471395129,0.07497499390797362,0.09517181527934687,0.01705332597564954,0.029452366356874694,0.07187387593620273,0.017560224673436136,0.07496044163351913,0.05211698871630905,0.07274879653488864,0.05574150515934348,0.0046381084285008764,0.023933671946603795,0.06147619297528188,0.012871588064386888,0.05345097306977784,0.01475004836434286,0.0056440033827878,0.01905370231085366,0.04727897795040291,0.09379389882525396,0.10145450050826364
3,9.910166252654921,10.842360972481549,0.9140229031119159,0.044161595200475044,0.04258710447040864,0.0588574194420213,0.029979472532358584,0.010859033816248385,0.0047194799100338004,0.058891556206167935,0.07501756996965027,0.061902522677952466,0.06019461066359832,0.03921145850161545,0.060640471160593304,0.019317304190732295,0.06094794091314134,0.0489138601318027,0.0691302928890164,0.008659001368111981,0.07245524297152073,0.06347087568613567,0.0641946191177934,0.04588856818062235
4,10.675087534150721,10.675789113195723,0.9999342831674958,0.09571998223763876,0.019973791951383168,0.02934526249543346,0.022341692128756807,0.00472719768208995,0.08871393361944976,0.007861200417506115,0.05959098547069349,0.061910028596175476,0.03709046219423131,0.0012994462367515423,0.0826537216914772,0.03777701734713921,0.05413937815257262,0.06973078612724691,0.06627051028046178,0.06816318134091788,0.033608019458994255,0.04047118173524112,0.0235326037977715,0.0950796170380676
5,10.367645823103985,10.202567970160258,1.0161800297166883,0.02528029776085703,0.012905877640330795,0.011331434502448534,0.08270815620062803,0.03078893465002746,0.06426739673347126,0.08006528605253475,0.06141307302444882,0.03403898012375058,0.08255074304777428,0.06452354183541659,0.02089171489436277,0.07217029768355475,0.06663686504810941,0.034580213466484884,0.01753833739568873,0.062430128369862815,0.07405698025435345,0.032296891361697534,0.03828355310243119,0.031241296851766392
6,10.272415191355703,10.387090712769686,0.9889598036076644,0.023405337947909884,0.06378869449514595,0.03811821260180141,0.06421873846640726,0.0353684075271784,0.03480495690992601,0.01906223043927273,0.09639041687883201,0.0022752933421152153,0.05350857935419565,0.05476091111198435,0.007298229971269589,0.08711158088247488,0.010800010993288284,0.0610936745061725,0.009845853571392105,0.06939989040870678,0.08604337213415922,0.06788050630760163,0.025986190703913975,0.0888389114462525
7,10.197856807395231,9.924353898091194,1.0275587622239712,0.0481951161665941,0.029907871813970536,0.07089631522379754,0.020469737533277615,0.06489372449398927,0.0037841164950116486,0.073590944759837,0.02298435264837797,0.04830371294800644,0.0757213304140872,0.0825336874875891,0.005173912720998598,0.07720299017633142,0.04300176996929712,0.078608274689304,0.04547717748522058,0.021964970852739144,0.053815632684586154,0.03849711536055056,0.05246808066313763,0.042509165413296274
8,7.417899473148261,8.32474978027023,0.8910657580037761,0.0202001857582044,0.06671860864855214,0.07263802408485302,0.07962878769973394,0.02748912968864807,0.055343788948484934,0.007721156751538114,0.028992830710445488,0.07407667079447804,0.07924589243671898,0.0809082936345252,0.0626686422734145,0.0832021739617574,0.03698798173651968,0.014770864930040558,0.01672209585952787,0.02032647724478436,0.00010797320526350855,0.02059993701823697,0.0845664279304204,0.06708405668385223
9,10.00741554009516,10.672234863572875,0.9377057071947585,0.09351236025501138,0.061510540744673534,0.046315967088152304,0.031950822613206885,0.03883095255510862,0.06551756095627155,0.08220450435826245,0.013303824570573577,0.0744616533945345,0.0005542709774966855,0.06631758915763537,0.04617623231951485,0.020450435512025213,0.06432678680438836,0.0018133448671718215,0.08546790250411654,0.053565416292268464,0.03780723826965506,0.04339382275906076,0.02701940907952832,0.045499364921343606
